ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Author-Processed,Book-Publisher-Processed,Book-Title-Processed,Book-Info,Book-Vector,Year-Of-Publication-Group,Year-Of-Publication-Group-Encoded
0345389425,Violin,Anne Rice,1998.0,Ballantine Books,anne rice,ballantine books,violin,Violin by Anne Rice,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345422317,The Genesis Code,John Case,1998.0,Ballantine Books,john case,ballantine books,genesis code,The Genesis Code by John Case,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671883429,"Recovery (Star Trek, Book 73)",J.M. Dillard,1995.0,Star Trek,j m dillard,star trek,recovery star trek book 73,"Recovery (Star Trek, Book 73) by J.M. Dillard",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671722891,TAMING OF THE SHREW,William Shakespeare,1992.0,Washington Square Press,william shakspeare,washington square press,taming shrew,TAMING OF THE SHREW by William Shakespeare,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451142934,Skeleton Crew,Stephen King,1986.0,New Amer Library,stephen king,new amer library mm,skeleton crew,Skeleton Crew by Stephen King,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996.0,Hyperion Press,bob greene,hyperion press,make connection ten step better body better life,Make the Connection: Ten Steps to a Better Body and a Better Life by Bob Greene,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451408462,Drop Dead Gorgeous,Heather Graham,1998.0,Onyx Books,heather graham,onyx books,drop dead gorgeous,Drop Dead Gorgeous by Heather Graham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440173922,The Ring,Danielle Steel,1983.0,Dell,danielle steel,dell,ring,The Ring by Danielle Steel,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0061031992,A Theory of Relativity,Jacquelyn Mitchard,2002.0,HarperTorch,jacquelyn mitchard,harpertorch,theory relativity,A Theory of Relativity by Jacquelyn Mitchard,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1551668084,Storm Warning,Dinah Mccall,2001.0,Mira,dinah mccall,mira,storm warning,Storm Warning by Dinah Mccall,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
051513306X,The Shape of Snakes,Minette Walters,2002.0,Jove Books,minette walters,jove books,shape snake,The Shape of Snakes by Minette Walters,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
042519213X,On What Grounds (Coffeehouse Mystery),Cleo Coyle,2003.0,Berkley Publishing Group,cleo coyle,berkley publishing group,ground coffeehouse mystery,On What Grounds (Coffeehouse Mystery) by Cleo Coyle,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671042513,The Last Chance Cafe : A Novel,Linda Lael Miller,2003.0,Pocket Star,linda lael miller,pocket star,last chance cafe novel,The Last Chance Cafe : A Novel by Linda Lael Miller,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0446611468,A Place Called Rainwater,Dorothy Garlock,2003.0,Warner Books,dorothy garlock,warner books,place called rainwater,A Place Called Rainwater by Dorothy Garlock,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451408020,Forbidden Magic,Jo Beverley,1998.0,Topaz,jo beverley,topaz,forbidden magic,Forbidden Magic by Jo Beverley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0373225628,Protecting His Own (Harlequin Intrigue 562),Molly Rice,2000.0,Harlequin,molly rice,harlequin,protecting harlequin intrigue 562,Protecting His Own (Harlequin Intrigue 562) by Molly Rice,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060531231,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004.0,Avon,julia quinn,avon,wicked bridgerton family series,When He Was Wicked (Bridgerton Family Series) by Julia Quinn,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425104346,Darkfall,Dean R. Koontz,1996.0,Berkley Publishing Group,dean r koontz,berkley publishing group,darkfall,Darkfall by Dean R. Koontz,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451210646,Undone,Virginia Henley,2003.0,Signet Book,virginia henley,signet books,undone,Undone by Virginia Henley,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440224551,The Blood of Roses,Marsha Canham,1998.0,Dell Publishing Company,marsha canham,dell publishing company,blood rose,The Blood of Roses by Marsha Canham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440237556,The Dark Highlander,Karen Marie Moning,2002.0,Dell Publishing Company,karen marie moning,dell publishing company,dark highlander,The Dark Highlander by Karen Marie Moning,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,2001.0,Harlequin,caroline burnes,harlequin,familiar lullaby fear familiar harlequin intrigue 614,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614) by Caroline Burnes",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0590251600,"Dawn and the Impossible Three (Baby-Sitters Club, 5)",Ann M. Martin,1995.0,Scholastic,ann m martin,scholastic,dawn impossible three baby sitter club 5,"Dawn and the Impossible Three (Baby-Sitters Club, 5) by Ann M. Martin",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0152017682,"The Darkangel: The Darkangel Trilogy, Volume I",Meredith Ann Pierce,1998.0,Magic Carpet Books,meredith ann pierce,magic carpet books,darkangel darkangel trilogy volume,"The Darkangel: The Darkangel Trilogy, Volume I by Meredith Ann Pierce",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0515134511,The Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1997.0,Jove Books,laurell k hamilton,jove books,killing dance anita blake vampire hunter paperback,The Killing Dance (Anita Blake Vampire Hunter (Paperback)) by Laurell K. Hamilton,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446520802,The Notebook,Nicholas Sparks,1996.0,Warner Books,nicholas sparks,warner books,notebook,The Notebook by Nicholas Sparks,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425168468,Practical Magic,Alice Hoffman,1998.0,Berkley Publishing Group,alice hoffman,berkley publishing group,practical magic,Practical Magic by Alice Hoffman,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0515130966,Riptide,Catherine Coulter,2001.0,Jove Books,catherine coulter,jove books,riptide,Riptide by Catherine Coulter,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1551667339,White Lies,Linda Howard,2003.0,Mira,linda howard,mira,white lie,White Lies by Linda Howard,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0590474804,Call Waiting,R. L. Stine,1995.0,Scholastic,r l stine,scholastic,call waiting,Call Waiting by R. L. Stine,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060152583,Unbearable Lightness of Being,Milans Kundera,1984.0,Harpercollins,milans kundera,harpercollins,unbearable lightness,Unbearable Lightness of Being by Milans Kundera,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000.0,Vintage Books USA,molly ivins,vintage books usa,shrub short happy political life george w bush,Shrub : The Short but Happy Political Life of George W. Bush by Molly Ivins,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440206146,Black Sunday,Thomas Harris,1991.0,Dell Publishing Company,thomas harris,dell publishing company,black sunday,Black Sunday by Thomas Harris,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
8401463017,El Hombre Que Susurraba Al Oido De Los Caballos,Nicholas Evans,1997.0,"Plaza & Janes Editores, S.A.",nicholas evans,plaza & janes editores s a,el hombre que susurraba al oido de los caballos,El Hombre Que Susurraba Al Oido De Los Caballos by Nicholas Evans,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
055338189X,"Love, Greg & Lauren",Greg Manning,2002.0,Bantam,greg manning,bantam,love greg lauren,"Love, Greg & Lauren by Greg Manning",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385509529,You Are Not a Stranger Here (Today Show Book Club #2),ADAM HASLETT,2002.0,Nan A. Talese,adam haslett,nan a talese,stranger today show book club 2,You Are Not a Stranger Here (Today Show Book Club #2) by ADAM HASLETT,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0684195976,BODY FARM,Patricia Cornwell,1994.0,Scribner,patricia d cornwell,scribner,body farm,BODY FARM by Patricia Cornwell,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425092917,The Accidental Tourist,Anne Tyler,1994.0,Berkley Publishing Group,anne tyler,berkley publishing group,accidental tourist,The Accidental Tourist by Anne Tyler,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0449911519,Secret History : A Novel,DONNA TARTT,1996.0,Ballantine Books,donna tartt,ballantine books,secret history novel,Secret History : A Novel by DONNA TARTT,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440236754,Sunset in St. Tropez,Danielle Steel,2003.0,Dell Publishing Company,danielle steel,dell publishing company,sunset st tropez,Sunset in St. Tropez by Danielle Steel,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997.0,Signet Book,stephen king,signet books,waste land dark tower book 3,"The Waste Lands (The Dark Tower, Book 3) by Stephen King",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994.0,New American Library,stephen king,new american library,gunslinger dark tower book 1,"The Gunslinger (The Dark Tower, Book 1) by Stephen King",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
068483068X,Gone With the Wind,Margaret Mitchell,1936.0,Scribner,margaret mitchell,scribner,gone wind,Gone With the Wind by Margaret Mitchell,[0. 0. 0. ... 0. 0. 0.],"(1929, 1939]",1
0684813467,JOSHUA,Joseph Girzone,1995.0,Touchstone,joseph girzone,touchstone,joshua,JOSHUA by Joseph Girzone,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0020199600,GREAT GATSBY (REISSUE),F. Scott Fitzgerald,1988.0,Scribner Paper Fiction,f scott fritzgerald,scribner paper fiction,great gatsby reissue,GREAT GATSBY (REISSUE) by F. Scott Fitzgerald,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0743211227,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2001.0,Simon & Schuster,terry ryan,simon schuster,prize winner defiance ohio mother raised 10 kid 25 word le,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less by Terry Ryan",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553560441,The Road to Omaha,Robert Ludlum,1993.0,Bantam Books,robert ludlum,bantam books,road omaha,The Road to Omaha by Robert Ludlum,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440201705,Heaven and Hell,JOHN JAKES,1988.0,Dell,john jakes,dell,heaven hell,Heaven and Hell by JOHN JAKES,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0553297422,The Deceiver,Frederick Forsyth,1995.0,Bantam Books,frederick forsyth,bantam books,deceiver,The Deceiver by Frederick Forsyth,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0515117617,Happy Are Those Who Mourn,Andrew M. Greeley,1995.0,Jove Books,andrew m greeley,jove books,happy mourn,Happy Are Those Who Mourn by Andrew M. Greeley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0449217264,Alaska,James A. Michener,1994.0,Fawcett Books,james michener,fawcett books,alaska,Alaska by James A. Michener,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345298349,Gorky Park,Martin Cruz Smith,1993.0,Ballantine Books,martin cruz smith,ballantine books,gorky park,Gorky Park by Martin Cruz Smith,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345372050,You Just Don't Understand,DEBORAH TANNEN,1991.0,Ballantine Books,deborah tannen,ballantine books,understand,You Just Don't Understand by DEBORAH TANNEN,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
067188414X,"Foreign Foes (Star Trek The Next Generation, No 31)",Dave Galanter,1994.0,Star Trek,dave galanter,star trek,foreign foe star trek next generation 31,"Foreign Foes (Star Trek The Next Generation, No 31) by Dave Galanter",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425195473,Remember When,Nora Roberts,2004.0,Berkley Publishing Group,nora roberts,berkley publishing group,remember,Remember When by Nora Roberts,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140276904,Jemima J,Jane Green,2000.0,Penguin Putnam~trade,jane green,penguin putnam trade,jemima j,Jemima J by Jane Green,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
3404148665,Illuminati.,Dan Brown,2003.0,LÃ?ÃÂ¼bbe,dan brown,l    bbe,illuminati,Illuminati. by Dan Brown,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1551666650,Hurricane Bay,Heather Graham,2003.0,Mira Books,heather graham,mira books,hurricane bay,Hurricane Bay by Heather Graham,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,dave pelzer,health communications inc,lost boy foster child search love family,The Lost Boy: A Foster Child's Search for the Love of a Family by Dave Pelzer,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743437314,The Merchant of Death (Pendragon Series #1),D.J. MacHale,2002.0,Aladdin,d j machale,aladdin,merchant death pendragon series 1,The Merchant of Death (Pendragon Series #1) by D.J. MacHale,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
034536208X,Fair and Tender Ladies,Lee Smith,1989.0,Ballantine Books,lee smith,ballantine books,fair tender lady,Fair and Tender Ladies by Lee Smith,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0553230212,Parsifal Mosaic,Robert Ludlum,1983.0,Bantam Doubleday Dell,robert ludlum,bantam doubleday dell,parsifal mosaic,Parsifal Mosaic by Robert Ludlum,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0812522133,Trouble and Her Friends,Melissa Scott,1998.0,Tor Books,melissa scott,tor books,trouble friend,Trouble and Her Friends by Melissa Scott,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1563890895,"A Game of You (Sandman, Book 5)",Neil Gaiman,1993.0,DC Comics,neil gaiman,dc comics,game sandman book 5,"A Game of You (Sandman, Book 5) by Neil Gaiman",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1878424483,The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life,Miguel Ruiz,2000.0,Amber-Allen Publishing,miguel ruiz,amber allen publishing,four agreement companion book using four agreement master dream life,The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life by Miguel Ruiz,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679445358,If... (Questions for the Game of Life),Evelyn McFarlane,1995.0,Villard Books,evelyn mcfarlane,villard books,question game life,If... (Questions for the Game of Life) by Evelyn McFarlane,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553578731,"I, Jedi (Star Wars (Random House Paperback))",Michael A. Stackpole,1999.0,Spectra Books,michael a stackpole,spectra books,jedi star war random house paperback,"I, Jedi (Star Wars (Random House Paperback)) by Michael A. Stackpole",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1904492355,Matabele Gold,Michael J. Hunt,2003.0,Bewrite Books,michael j hunt,bewrite books,matabele gold,Matabele Gold by Michael J. Hunt,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440118700,Cry for the Strangers,John Saul,1986.0,Dell,john saul,dell,cry stranger,Cry for the Strangers by John Saul,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0380710897,Among Schoolchildren,Tracy Kidder,1990.0,Perennial,tracy kidder,perennial,among schoolchildren,Among Schoolchildren by Tracy Kidder,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0615116426,"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War",Virginia Beard Morton,2000.0,Edgehill Books,virginia beard morton,edgehill books,marching culpeper novel culpeper virginia crossroad civil war,"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War by Virginia Beard Morton",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553800949,Final Target,Iris Johansen,2001.0,Bantam Books,iris johansen,bantam books,final target,Final Target by Iris Johansen,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0349105715,Complicity,Iain Banks,1996.0,Firebird Distributing,ian banks,firebird distributing,complicity,Complicity by Iain Banks,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
069811406X,Fat Chance,Leslea Newman,1996.0,Putnam Publishing Group,leslea newman,putnam publishing group,fat chance,Fat Chance by Leslea Newman,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
006050918X,City of the Beasts,Isabel Allende,2002.0,HarperCollins,isabel allende,harpercollins,city beast,City of the Beasts by Isabel Allende,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140124381,Better Than Life,Doug Naylor,2004.0,Penguin Books Ltd,doug naylor,penguin books ltd,better life,Better Than Life by Doug Naylor,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
039305747X,Crescent: A Novel,Diana Abu-Jaber,2003.0,W. W. Norton & Company,diana abu jaber,w w norton & company ltd,crescent novel,Crescent: A Novel by Diana Abu-Jaber,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140441654,Utopia (Penguin Classics),Thomas More,1965.0,Penguin Books,thomas more,penguin books,utopia penguin classic,Utopia (Penguin Classics) by Thomas More,[0. 0. 0. ... 0. 0. 0.],"(1959, 1969]",4
0345418271,Foucault's Pendulum,Umberto Eco,1997.0,Ballantine Books,umberto eco,ballantine books,foucault pendulum,Foucault's Pendulum by Umberto Eco,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995.0,St. Martin's Paperbacks,michael connelly,st martins paperbacks,concrete blonde harry bosch novel,The Concrete Blonde (A Harry Bosch Novel) by Michael Connelly,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440236169,Birdman,Mo Hayder,2000.0,Dell Publishing Company,mo hayder,dell publishing company,birdman,Birdman by Mo Hayder,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679723110,Grendel,John Champlin Gardner,1989.0,Vintage Books USA,john champlin gardner,vintage books usa,grendel,Grendel by John Champlin Gardner,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0140430350,Vanity Fair (English Library),William Makepeace Thackeray,1969.0,Penguin Books,william makepeace thackeray,penguin books,vanity fair english library,Vanity Fair (English Library) by William Makepeace Thackeray,[0. 0. 0. ... 0. 0. 0.],"(1959, 1969]",4
037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,2003.0,Red Dress Ink,isabel wolff,red dress ink,blue red dress ink paperback,Out of the Blue (Red Dress Ink (Paperback)) by Isabel Wolff,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743463544,The Man I Should Have Married,Pamela Redmond Satran,2003.0,Downtown Press,pamela redmond satran,downtown press,man married,The Man I Should Have Married by Pamela Redmond Satran,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1400060222,Getting Mother's Body : A Novel,SUZAN-LORI PARKS,2003.0,Random House,suzan lori parks,random house p,getting mother body novel,Getting Mother's Body : A Novel by SUZAN-LORI PARKS,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0061057908,Acorna's Quest (Acorna (Paperback)),Anne McCaffrey,1999.0,Eos,anne mccaffrey,eos,acorna quest acorna paperback,Acorna's Quest (Acorna (Paperback)) by Anne McCaffrey,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,2000.0,HarperTorch,sujata massey,harpertorch,salaryman wife child violence series,The Salaryman's Wife (Children of Violence Series) by Sujata Massey,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0802140149,"I, Lucifer: Finally, the Other Side of the Story",Glen Duncan,2003.0,Grove Press,glen duncan,grove press,lucifer finally side story,"I, Lucifer: Finally, the Other Side of the Story by Glen Duncan",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
006093140X,The Golden Notebook : Perennial Classics edition (Perennial Classics),Doris M. Lessing,1999.0,Perennial Classics,doris may lessing,perennial classics,golden notebook perennial classic edition perennial classic,The Golden Notebook : Perennial Classics edition (Perennial Classics) by Doris M. Lessing,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
