ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
2253063339,le fourmis,bernard werber,2002.0,lgf
0767908473,sorcerer companion guide magical world harry potter,allan zola kronzek,2001.0,broadway
0140622063,scottish folk fairy tale penguin popular classic,gordon jarvie,1997.0,penguin book ltd
0375501347,amy isabelle,elizabeth strout,1999.0,random house inc
0060927240,rule bone novel,russell bank,1996.0,perennial
0316776963,talk pretty one day,david sedaris,2001.0,back bay book
156341029X,stone butch blue,leslie feinberg,1993.0,firebrand book
0060934719,stardust,neil gaiman,2001.0,perennial
1563899388,death death door vertigo number 1,jill thompson,2003.0,dc comic
1563411148,second coming curly red,jody seay,1999.0,firebrand book
0451181379,door december,dean r koontz,1994.0,signet book
0786889160,shirt shoe problem,jeff foxworthy,1997.0,warner book mm
0345370740,scion shannara heritage shannara paperback,terry brook,1993.0,del rey book
0679801146,alanna first adventure song lioness paperback,tamora pierce,1989.0,random house childrens book
0446300101,bean egypt maine,carolyn chute,1986.0,warner book
0425142485,funhouse,dean r koontz,1994.0,berkley publishing group
0451456548,cold iron,melisa michael,1997.0,roc
0786886463,density soul,christopher rice,2001.0,miramax
0345395379,slow river,nicola griffith,1996.0,ballantine book
0380788497,changer,jane lindskold,1998.0,eos
0345403339,saving grace,lee smith,1996.0,ballantine book
038529929X,hannibal,thomas harris,1999.0,del sol press
1573229571,boy movie tie,nick hornby,2002.0,riverhead book
0345418778,mostly harmless,douglas adam,2000.0,ballantine book
0517201658,thorn bird modern classic,colleen mccullough,1998.0,wing
0743211383,dreamcatcher,stephen king,2001.0,scribner
039914370X,sudden mischief spenser mystery hardcover,robert parker,1998.0,putnam pub group
0812521331,people wolf first north american series book 1,w michael gear,1992.0,tor book
0451205421,door december,dean r koontz,2002.0,signet book
0440218535,smilla sense snow,peter hoeg,1997.0,island
0449207595,grass always greener septic tank,erma bombeck,1988.0,fawcett book
0590897985,music dolphin apple signature edition,karen hesse,1998.0,hyperion book child
0064405052,magician nephew narnia,c lewis,1994.0,harpertrophy
0152162577,deep wizardry second book young wizard series,diane duane,2001.0,magic carpet book
015216250X,want wizard first book young wizard series,diane duane,2001.0,magic carpet book
0345391802,hitchhiker guide galaxy,douglas adam,1995.0,ballantine book
0440219078,giver 21st century reference,lois lowry,1994.0,laurel leaf
349913358X,da schlampenbuch erz hlungen neue frau,milena moser,1993.0,rowohlt tb
3404121686,nacht ber den wassern,ken follett,1994.0,l bbe
3404118960,die ulen der erde roman,ken follett,1992.0,l bbe
0345356578,man ride man ride,stephen r donaldson,1990.0,del rey book
0345346971,mirror dream mordant need,stephen r donaldson,1987.0,del rey
0753804700,reader,bernhard schlink,1998.0,phoenix book
0451155750,dead zone,stephen king,2004.0,signet book
0786890436,diary ellen rimbauer life rose red,ellen rimbauer,2002.0,hyperion press
0345428544,dark tide onslaught star war new jedi order book 2,michael stackpole,2000.0,del rey book
0671694049,long dark tea time soul,douglas adam,1990.0,pocket
0449006557,half moon street charlotte thomas pitt novel paperback,anne perry,2001.0,ballantine book
0373250339,minor indiscretion red dress ink paperback,carole matthew,2003.0,red dress ink
0380820447,better worse novel,carole matthew,2002.0,avon trade
0385497679,hidden plain view secret story quilt underground railroad,jacqueline l tobin,2000.0,anchor pub
0451454243,forest house,marion zimmer bradley,1995.0,roc
039914563X,bear dragon,tom clancy,2000.0,g p putnam son
0312853238,ender game ender wiggins saga paperback,orson scott card,1992.0,tor book
0425161722,net force,tom clancy,1999.0,berkley publishing group
0385493800,testament,john grisham,1999.0,doubleday book
067175145X,way thing ought,rush h iii limbaugh,1992.0,pocket book
0440211727,time kill,john grisham,1992.0,dell
0380002450,awakening,kate chopin,1982.0,avon
0425134350,patriot game,tom clancy,1992.0,berkley publishing group
044661162X,chasing dime,michael connelly,2003.0,warner book
0671742566,tender triumph sonnet book,judith mcnaught,1991.0,pocket
0515122408,cat tailed thief,lilian jackson braun,1998.0,jove book
0440222818,guilt,john lescroart,1998.0,island
0451204050,secret service,john jakes,2001.0,signet book
038533334X,charming billy,alice mcdermott,1999.0,delta
0449001954,murder library congress capital crime paperback,margaret truman,2001.0,fawcett book
0345404777,safe place,richard north patterson,1999.0,ballantine book
0451185277,thorn truth,eileen goudge,1999.0,signet book
0440224829,granny dan,danielle steel,2000.0,random house inc
0515134368,penwyth curse,catherine coulter,2004.0,jove book
0380759497,xanth 15 color panty,pier anthony,1992.0,eos
0394578791,reporter life,walter cronkite,1996.0,knopf
068983571X,hound baskervilles aladdin classic,sir arthur conan doyle,2000.0,aladdin
1551668785,final stand,helen r myers,2002.0,mira
0380817144,lord silent novel suspense,elizabeth peter,2002.0,avon
0553212583,wuthering height,emily bronte,1983.0,bantam
0446364762,star shine,sidney sheldon,1993.0,warner book
0425166619,toxin,robin cook,1999.0,berkley publishing group
0765341972,mothman prophecy,john keel,2002.0,tor book
0064472779,american girl,meg cabot,2003.0,harpertrophy
0553581279,silver metal lover,tanith lee,1999.0,spectrum book
0553561618,dark paradise,tami hoag,1994.0,bantam
0312422156,middlesex novel,jeffrey eugenides,2003.0,picador
0451524489,awakening selected story kate chopin signet classic,kate chopin,1995.0,signet book
0140065172,ordinary people,judith guest,1993.0,penguin book
044022165X,rainmaker,john grisham,1996.0,dell
0399143165,toxin,robin cook,1998.0,putnam pub group
0425124347,bad place,dean r koontz,1994.0,berkley publishing group
0312282990,amazing adventure kavalier clay,michael chabon,2001.0,picador
0425137945,greygallows,barbara michael,1993.0,berkley publishing group
042512892X,darkness,barbara michael,1996.0,berkley publishing group
0425113892,someone house,barbara michael,1989.0,berkley publishing group
0394820371,phantom tollbooth,norton juster,1993.0,yearling book
0449134482,dance wolf,michael blake,1990.0,fawcett book
0375821813,hoot newbery honor book,carl hiaasen,2002.0,knopf book young reader
0812516826,catnap midnight louie mystery midnight louie mystery,carole nelson douglas,1993.0,forge book
0345348036,princess bride morgenstern classic tale true love high adventure,william goldman,1987.0,del rey
0871137380,black hawk story modern war,mark bowden,1999.0,atlantic monthly press
0553568760,natural cause,michael palmer,1995.0,bantam book
034538184X,degree guilt,richard north patterson,1995.0,ballantine book
0140620125,wuthering height penguin popular classic,emily bronte,1994.0,penguin book ltd
0140620109,emma penguin popular classic,jane austen,1994.0,penguin book ltd
0375420827,art travel,alain de botton,2002.0,pantheon
0671745530,long thanks fish hitchhiker trilogy paperback,douglas adam,1991.0,pocket
0805062971,fight club,chuck palahniuk,1999.0,owl book
0553211412,wuthering height,emily bronte,1983.0,bantam
0671510053,shipping news,e annie proulx,1994.0,scribner
1573229385,frog king love story,adam davy,2002.0,riverhead book
0385334036,smoke jumper,nicholas evans,2001.0,delacorte press
0060914653,unbearable lightness,milan kundera,1988.0,harpercollins
0345347536,spell chameleon xanth novel paperback,pier anthony,1987.0,del rey book
055321313X,anne green gable anne green gable novel paperback,l montgomery,1982.0,bantam classic
0060529709,everything illuminated novel,jonathan safran foer,2003.0,perennial
0876850867,post office,charles bukowski,1980.0,black sparrow book
0140274154,road essential penguin,jack kerouac,1998.0,penguin book ltd
0679743464,hard boiled wonderland end world novel vintage international,haruki murakami,1993.0,vintage book usa
0375704027,norwegian wood vintage international original,haruki murakami,2000.0,vintage book usa
0590484753,talking dragon enchanted forest chronicle paperback,patricia wrede,1995.0,point fantasy
0590484672,calling dragon read paperback,patricia wrede,1994.0,point fantasy
0743237188,fall knee oprah 45,ann marie macdonald,2002.0,touchstone
0553586122,reap wind,iris johansen,2002.0,bantam book
0553584510,survivor club,lisa gardner,2003.0,bantam
0440216842,carousel,belva plain,1998.0,dell
0345443284,gone,sue miller,1999.0,ballantine book
0553285653,grass,sheri tepper,1990.0,spectrum book
0394800133,one fish two fish red fish blue fish read beginner book,dr seuss,1960.0,random house book young reader
0060972777,boy life memoir,tobias wolff,1989.0,perennial
0156001942,winter tale,mark helprin,1995.0,harvest book
055326382X,dancing wu li master overview new physic,gary zukav,1994.0,bantam book
0345418018,world according garp ballantine reader circle,john irving,1997.0,ballantine book
0684801469,farewell arm,ernest hemingway,1995.0,scribner
0312420145,twenty seventh city novel bestselling backlist,jonathan franzen,2001.0,picador
0375401318,breaking clean,judy blunt,2002.0,knopf
0140253602,felicia journey,william trevor,1996.0,penguin book
0671789422,possessing secret joy,alice walker,1993.0,pocket
014016930X,angle repose contemporary american fiction,wallace stegner,1992.0,penguin book
0140077022,white noise contemporary american fiction,delillo,1991.0,penguin book
0679732764,invisible man,ralph ellison,1995.0,vintage book usa
0553273604,love shadow,isabel allende,1988.0,bantam book
0553273914,house spirit,isabel allende,1986.0,bantam book
0060256672,sidewalk end poem drawing,shel silverstein,1974.0,harpercollins
039592720X,interpreter malady,jhumpa lahiri,1999.0,houghton mifflin co
0060928336,divine secret ya ya sisterhood novel,rebecca well,1997.0,perennial
0671003755,come undone oprah book club paperback,wally lamb,1996.0,washington square press
0553268449,jitterbug perfume,tom robbins,1985.0,bantam
0684844729,stone river,ursula hegi,1997.0,simon schuster
038001503X,one hundred year solitude,gabriel garcia marquez,1970.0,avon book
0440215625,dragonfly amber,diana gabaldon,1993.0,dell
0316777730,naked,david sedaris,1998.0,back bay book
0375501851,white teeth,zadie smith,2000.0,random house p
0877733759,writing bone,natalie goldberg,1986.0,shambhala
0805019367,k killer grafton sue kinsey millhone mystery,sue grafton,1994.0,henry holt company
0140070206,ironweed,william kennedy,1989.0,penguin book
0140042393,grape wrath,john steinbeck,1976.0,penguin usa p
067142517X,win friend revised,dale carnegie,1981.0,simon schuster
0671726889,cuckoo egg,clifford stoll,1990.0,pocket
0446601241,kiss girl,james patterson,1995.0,warner book
0451124340,different season,stephen king,1983.0,penguin putnam mass
0345384466,witching hour life mayfair witch,anne rice,1993.0,ballantine book
0446604801,jack jill alex cross novel,james patterson,1997.0,warner book
0345422392,vittorio vampire new tale vampire,anne rice,2001.0,ballantine book
0679734775,house mango street vintage contemporary,sandra cisneros,1991.0,vintage
0425124819,black rainbow,barbara michael,1994.0,berkley publishing group
0345409469,demon haunted world science candle dark,carl sagan,1997.0,ballantine book
1558747346,teen love relationship book teenager,kimberly kirberger,1999.0,health communication inc
0373250177,verge red dress ink paperback,ariella papa,2002.0,red dress ink
0141001771,welcome planet english sometimes spoken,shannon olson,2001.0,penguin book
0451523369,frankenstein modern prometheus,mary wollstonecraft shelley,1994.0,signet book
0786884622,world pie novel,karen stolz,2001.0,hyperion
0449005569,love user guide,clare naylor,1999.0,ballantine book
0671027344,perk wallflower,stephen chbosky,1999.0,mtv
0786927089,dragon summer flame,margaret wei,2002.0,wizard coast
006019491X,daughter fortune novel oprah book club hardcover,isabel allende,1999.0,harpercollins
0684819066,beautiful mind biography john forbes nash jr,sylvia nasar,1998.0,simon schuster
0375420673,bridegroom story great read,ha jin,2000.0,pantheon book
0066211611,portrait sepia,isabel allende,2001.0,harpercollins publisher
034537522X,book lost tale 2 history middle earth volume 2,j r r tolkien,1992.0,del rey
0345375211,book lost tale 1 history middle earth volume 1,j r r tolkien,1992.0,del rey book
0140042520,dharma bum,jack kerouac,1991.0,penguin book
0380789035,american god,neil gaiman,2002.0,harpertorch
0345358791,2061 odyssey three,arthur c clarke,1991.0,del rey book
0060964049,tale city tale city series v 1,armistead maupin,1989.0,perennial
0812551389,skystone whyte jack camulod chronicle bk 1,jack whyte,1996.0,forge
0345316991,white gold wielder chronicle 3 second chronicle thomas covenant,stephen r donaldson,1984.0,ballantine book
0679734058,killing mister watson,peter matthiessen,1991.0,vintage book usa
0440206154,red dragon,thomas harris,2000.0,dell publishing company
0345370775,jurassic park,michael crichton,1999.0,ballantine book
0452265347,piano lesson plume drama,august wilson,1990.0,plume book
